combo_id	style_id	title	family	skeleton	type_era	control	material_hint	colour_strat	chrome	density_hint	brief_lock
C1199	mineral	Mineral	internet-expanded	SK-ATLAS-PLATES	TY-GEOMETRIC	sharp-0	crystal	CS-DARK-STAGE	CH-NONE	marketing	STYLE_ID=mineral; SKELETON=SK-ATLAS-PLATES; TYPE_ERA=TY-GEOMETRIC; CONTROL=sharp-0; MATERIAL=crystal; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-NONE; FEEL=geodes crystal facets
C1200	minimal-swiss-dark	Dark Swiss	internet-expanded	SK-HERO-SPLIT	TY-GROTESQUE	ink-underline	dark-swiss	CS-PASTEL-POP	CH-MIN	marketing	STYLE_ID=minimal-swiss-dark; SKELETON=SK-HERO-SPLIT; TYPE_ERA=TY-GROTESQUE; CONTROL=ink-underline; MATERIAL=dark-swiss; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-MIN; FEEL=swiss on near-black
C1201	modular-synth	Modular Synth	internet-expanded	SK-SINGLE-STICKY	TY-MONO-DATA	chunk-border	synth-panel	CS-SIGNAL	CH-STANDARD	marketing	STYLE_ID=modular-synth; SKELETON=SK-SINGLE-STICKY; TYPE_ERA=TY-MONO-DATA; CONTROL=chunk-border; MATERIAL=synth-panel; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-STANDARD; FEEL=patch cables knobs
C1202	monastic	Monastic	internet-expanded	SK-EDITORIAL-LONG	TY-OLDSTYLE-SERIF	ink-underline	stone-quiet	CS-PHOTO-LED	CH-APP	marketing	STYLE_ID=monastic; SKELETON=SK-EDITORIAL-LONG; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=stone-quiet; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-APP; FEEL=quiet stone script spare
C1203	monochrome-red	Red Monochrome	internet-expanded	SK-BENTO	TY-GROTESQUE	sharp-0	red-ink	CS-CMYK-PROCESS	CH-DENSE	marketing	STYLE_ID=monochrome-red; SKELETON=SK-BENTO; TYPE_ERA=TY-GROTESQUE; CONTROL=sharp-0; MATERIAL=red-ink; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-DENSE; FEEL=one red ink system
C1204	motel-seedy	Seedy Motel	internet-expanded	SK-TABLE-FIRST	TY-DISPLAY-EXTREME	chunk-border	vacancy-neon	CS-EARTH	CH-IMMERSIVE	app	STYLE_ID=motel-seedy; SKELETON=SK-TABLE-FIRST; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=vacancy-neon; COLOUR_STRAT=CS-EARTH; CHROME=CH-IMMERSIVE; FEEL=neon vacancy loneliness
C1205	mountain-badge	Mountain Badge	internet-expanded	SK-TIMELINE	TY-SLAB	ticket	badge-patch	CS-OCEAN	CH-NONE	app	STYLE_ID=mountain-badge; SKELETON=SK-TIMELINE; TYPE_ERA=TY-SLAB; CONTROL=ticket; MATERIAL=badge-patch; COLOUR_STRAT=CS-OCEAN; CHROME=CH-NONE; FEEL=park badge patches
C1206	movie-prop	Movie Prop UI	internet-expanded	SK-MAP-STAGE	TY-MONO-DATA	sharp-0	prop-ui	CS-NEON-ON-DARK	CH-MIN	app	STYLE_ID=movie-prop; SKELETON=SK-MAP-STAGE; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=prop-ui; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-MIN; FEEL=diegetic fake interfaces
C1207	municipal	Municipal	internet-expanded	SK-BOARD-KANBAN	TY-SYSTEM-RAW	sharp-0	municipal	CS-DESAT-CORP	CH-STANDARD	app	STYLE_ID=municipal; SKELETON=SK-BOARD-KANBAN; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=sharp-0; MATERIAL=municipal; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-STANDARD; FEEL=forms stamps civic beige
C1208	museum-label	Museum Label	internet-expanded	SK-TICKET-STUB	TY-SERIF-TEXT	ink-underline	label	CS-HIGH-KEY	CH-APP	marketing	STYLE_ID=museum-label; SKELETON=SK-TICKET-STUB; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=label; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-APP; FEEL=tiny captions rigor
C1209	mushroom	Mushroom	internet-expanded	SK-LEDGER	TY-ROUNDED	pill	mushroom	CS-LOW-KEY	CH-DENSE	app	STYLE_ID=mushroom; SKELETON=SK-LEDGER; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=mushroom; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-DENSE; FEEL=forest fungi soft weird
C1210	nautical-flag	Nautical Flag	internet-expanded	SK-TERMINAL	TY-HUMANIST	chunk-border	signal-flags	CS-SEPIA	CH-IMMERSIVE	app	STYLE_ID=nautical-flag; SKELETON=SK-TERMINAL; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=signal-flags; COLOUR_STRAT=CS-SEPIA; CHROME=CH-IMMERSIVE; FEEL=signal flags code
C1211	neo-geo	Neo-Geo 80s	internet-expanded	SK-POSTER	TY-GEOMETRIC	sharp-0	neo-geo	CS-INVERTED	CH-NONE	marketing	STYLE_ID=neo-geo; SKELETON=SK-POSTER; TYPE_ERA=TY-GEOMETRIC; CONTROL=sharp-0; MATERIAL=neo-geo; COLOUR_STRAT=CS-INVERTED; CHROME=CH-NONE; FEEL=memphis geometry cousin
C1212	neo-tokyo	Neo Tokyo	internet-expanded	SK-BOTTOM-SHEET	TY-DISPLAY-EXTREME	sharp-0	neo-tokyo	CS-REGIONAL-FLAG	CH-MIN	mobile	STYLE_ID=neo-tokyo; SKELETON=SK-BOTTOM-SHEET; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=sharp-0; MATERIAL=neo-tokyo; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-MIN; FEEL=anime rain neon density
C1213	newspaper-sports	Sports Page	internet-expanded	SK-TAB-DECK	TY-INDUSTRIAL-COND	sharp-0	sports-page	CS-BRAND-LOCKUP	CH-STANDARD	mobile	STYLE_ID=newspaper-sports; SKELETON=SK-TAB-DECK; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=sharp-0; MATERIAL=sports-page; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-STANDARD; FEEL=stats columns bold
C1214	night-market	Night Market	internet-expanded	SK-WIZARD-STEPS	TY-MIXED-HIGH-CONTRAST	chunk-border	lantern	CS-MONO-PLUS	CH-APP	app	STYLE_ID=night-market; SKELETON=SK-WIZARD-STEPS; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=chunk-border; MATERIAL=lantern; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-APP; FEEL=lanterns steam stalls
C1215	noir-detective	Detective Noir	internet-expanded	SK-SPLIT-INSPECTOR	TY-TRANSITIONAL-SERIF	ticket	case-file	CS-DUOTONE	CH-DENSE	app	STYLE_ID=noir-detective; SKELETON=SK-SPLIT-INSPECTOR; TYPE_ERA=TY-TRANSITIONAL-SERIF; CONTROL=ticket; MATERIAL=case-file; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-DENSE; FEEL=case files stamps
C1216	nordic-noir	Nordic Noir	internet-expanded	SK-DASH-METRIC	TY-GROTESQUE	sharp-0	cold-crime	CS-PRIMARY-TRIO	CH-IMMERSIVE	app	STYLE_ID=nordic-noir; SKELETON=SK-DASH-METRIC; TYPE_ERA=TY-GROTESQUE; CONTROL=sharp-0; MATERIAL=cold-crime; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-IMMERSIVE; FEEL=cold crime quiet
C1217	notebook-lab	Lab Notebook	internet-expanded	SK-GALLERY-INDEX	TY-MONO-DATA	sharp-0	lab-notebook	CS-TONAL	CH-NONE	marketing	STYLE_ID=notebook-lab; SKELETON=SK-GALLERY-INDEX; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=lab-notebook; COLOUR_STRAT=CS-TONAL; CHROME=CH-NONE; FEEL=grid ink stains
C1218	observatory	Observatory	internet-expanded	SK-ZINE-COLLAGE	TY-SERIF-TEXT	ink-underline	star-chart	CS-PAPER-INK	CH-MIN	marketing	STYLE_ID=observatory; SKELETON=SK-ZINE-COLLAGE; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=star-chart; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-MIN; FEEL=stars charts navy
C1219	office-90s	90s Office	internet-expanded	SK-BRUTAL-BLOCKS	TY-SYSTEM-RAW	soft-rect	office-beige	CS-DARK-STAGE	CH-STANDARD	any	STYLE_ID=office-90s; SKELETON=SK-BRUTAL-BLOCKS; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=soft-rect; MATERIAL=office-beige; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-STANDARD; FEEL=clipart beige CRT
C1220	oil-paint-gallery	Oil Gallery	internet-expanded	SK-RAIL-DOCK	TY-OLDSTYLE-SERIF	ink-underline	varnish	CS-PASTEL-POP	CH-APP	app	STYLE_ID=oil-paint-gallery; SKELETON=SK-RAIL-DOCK; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=varnish; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-APP; FEEL=heavy frames varnish
C1221	olive-garden-italian-american	Italian-American Red Sauce	internet-expanded	SK-CENTER-STAGE	TY-HUMANIST	soft-rect	check-red	CS-SIGNAL	CH-DENSE	marketing	STYLE_ID=olive-garden-italian-american; SKELETON=SK-CENTER-STAGE; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=check-red; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-DENSE; FEEL=checkered warm family
C1222	opera	Opera	internet-expanded	SK-NEWS-RIVER	TY-DIDONE-LUX	ink-underline	velvet-gold	CS-PHOTO-LED	CH-IMMERSIVE	app	STYLE_ID=opera; SKELETON=SK-NEWS-RIVER; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=velvet-gold; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-IMMERSIVE; FEEL=velvet gold drama
C1223	oracle-mystic	Oracle Mystic	internet-expanded	SK-CALENDAR-SPINE	TY-OLDSTYLE-SERIF	ticket	oracle	CS-CMYK-PROCESS	CH-NONE	app	STYLE_ID=oracle-mystic; SKELETON=SK-CALENDAR-SPINE; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ticket; MATERIAL=oracle; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-NONE; FEEL=cards symbols dusk
C1224	organic-grocery	Organic Grocery	internet-expanded	SK-MASONRY	TY-HUMANIST	soft-rect	kraft-green	CS-EARTH	CH-MIN	marketing	STYLE_ID=organic-grocery; SKELETON=SK-MASONRY; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=kraft-green; COLOUR_STRAT=CS-EARTH; CHROME=CH-MIN; FEEL=kraft green leaf
C1225	origami	Origami	internet-expanded	SK-SPLIT-DIAGONAL	TY-GEOMETRIC	sharp-0	folded-paper	CS-OCEAN	CH-STANDARD	marketing	STYLE_ID=origami; SKELETON=SK-SPLIT-DIAGONAL; TYPE_ERA=TY-GEOMETRIC; CONTROL=sharp-0; MATERIAL=folded-paper; COLOUR_STRAT=CS-OCEAN; CHROME=CH-STANDARD; FEEL=folded paper geometry
C1226	ornithology	Ornithology	internet-expanded	SK-FRAME-IN-FRAME	TY-SERIF-TEXT	ink-underline	bird-plate	CS-NEON-ON-DARK	CH-APP	marketing	STYLE_ID=ornithology; SKELETON=SK-FRAME-IN-FRAME; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=bird-plate; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-APP; FEEL=bird plates field
C1227	outdoor-brands	Outdoor Brand	internet-expanded	SK-SIDE-SCROLL	TY-HUMANIST	chunk-border	topo	CS-DESAT-CORP	CH-DENSE	marketing	STYLE_ID=outdoor-brands; SKELETON=SK-SIDE-SCROLL; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=topo; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-DENSE; FEEL=topo maps functional
C1228	pagan-folk	Pagan Folk	internet-expanded	SK-FIXED-TOC	TY-OLDSTYLE-SERIF	ink-underline	season-earth	CS-HIGH-KEY	CH-IMMERSIVE	marketing	STYLE_ID=pagan-folk; SKELETON=SK-FIXED-TOC; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=season-earth; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-IMMERSIVE; FEEL=symbols seasons earth
C1229	paintball	Paintball	internet-expanded	SK-COMMAND-CENTER	TY-INDUSTRIAL-COND	chunk-border	splatter	CS-LOW-KEY	CH-NONE	app	STYLE_ID=paintball; SKELETON=SK-COMMAND-CENTER; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=chunk-border; MATERIAL=splatter; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-NONE; FEEL=splatter sport energy
C1230	palace	Palace	internet-expanded	SK-INBOX-ZERO	TY-DIDONE-LUX	ink-underline	palace-gold	CS-SEPIA	CH-MIN	app	STYLE_ID=palace; SKELETON=SK-INBOX-ZERO; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=palace-gold; COLOUR_STRAT=CS-SEPIA; CHROME=CH-MIN; FEEL=ornate symmetry gold
C1231	papercraft	Papercraft	internet-expanded	SK-STUDIO-CANVAS	TY-HUMANIST	soft-rect	paper-layer	CS-INVERTED	CH-STANDARD	app	STYLE_ID=papercraft; SKELETON=SK-STUDIO-CANVAS; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=paper-layer; COLOUR_STRAT=CS-INVERTED; CHROME=CH-STANDARD; FEEL=cut layers shadow boxes
C1232	parade	Parade	internet-expanded	SK-COMPARISON	TY-DISPLAY-EXTREME	pill	confetti	CS-REGIONAL-FLAG	CH-APP	marketing	STYLE_ID=parade; SKELETON=SK-COMPARISON; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=pill; MATERIAL=confetti; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-APP; FEEL=confetti floats bright
C1233	park-municipal	Municipal Park	internet-expanded	SK-PRICING-LADDER	TY-HUMANIST	chunk-border	park-sign	CS-BRAND-LOCKUP	CH-DENSE	marketing	STYLE_ID=park-municipal; SKELETON=SK-PRICING-LADDER; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=park-sign; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-DENSE; FEEL=signs maps green
C1234	pastel-memphis	Pastel Memphis	internet-expanded	SK-MANIFEST-LIST	TY-GEOMETRIC	pill	pastel-memphis	CS-MONO-PLUS	CH-IMMERSIVE	app	STYLE_ID=pastel-memphis; SKELETON=SK-MANIFEST-LIST; TYPE_ERA=TY-GEOMETRIC; CONTROL=pill; MATERIAL=pastel-memphis; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-IMMERSIVE; FEEL=memphis pastel soft
C1235	patio	Patio	internet-expanded	SK-SCOREBOARD	TY-HUMANIST	soft-rect	terracotta	CS-DUOTONE	CH-NONE	app	STYLE_ID=patio; SKELETON=SK-SCOREBOARD; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=terracotta; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-NONE; FEEL=terracotta sun leisure
C1236	pattern-liberation	Pattern Liberation	internet-expanded	SK-COCKPIT-STRIP	TY-DISPLAY-EXTREME	chunk-border	textile-loud	CS-PRIMARY-TRIO	CH-MIN	app	STYLE_ID=pattern-liberation; SKELETON=SK-COCKPIT-STRIP; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=textile-loud; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-MIN; FEEL=loud textile proud
C1237	pavilion	Pavilion	internet-expanded	SK-FOLIO-SPREAD	TY-GEOMETRIC	sharp-0	expo	CS-TONAL	CH-STANDARD	marketing	STYLE_ID=pavilion; SKELETON=SK-FOLIO-SPREAD; TYPE_ERA=TY-GEOMETRIC; CONTROL=sharp-0; MATERIAL=expo; COLOUR_STRAT=CS-TONAL; CHROME=CH-STANDARD; FEEL=expo temporary architecture
C1238	pebble-beach	Pebble Beach	internet-expanded	SK-STAMP-SHEET	TY-HUMANIST	soft-rect	pebble	CS-PAPER-INK	CH-APP	marketing	STYLE_ID=pebble-beach; SKELETON=SK-STAMP-SHEET; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=pebble; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-APP; FEEL=stones seafoam calm
C1239	pencil-sketch	Pencil Sketch	internet-expanded	SK-DOCKED-FAB	TY-SYSTEM-RAW	ink-underline	graphite	CS-DARK-STAGE	CH-DENSE	mobile	STYLE_ID=pencil-sketch; SKELETON=SK-DOCKED-FAB; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=ink-underline; MATERIAL=graphite; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-DENSE; FEEL=graphite construction lines
C1240	persian-miniature-inspired	Miniature Inspired	internet-expanded	SK-PEEK-CARDS	TY-OLDSTYLE-SERIF	ink-underline	miniature	CS-PASTEL-POP	CH-IMMERSIVE	mobile	STYLE_ID=persian-miniature-inspired; SKELETON=SK-PEEK-CARDS; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=miniature; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-IMMERSIVE; FEEL=dense narrative detail care
C1241	pharmacy-retro	Retro Pharmacy	internet-expanded	SK-RADIO-TUNER	TY-HUMANIST	soft-rect	pharmacy-green	CS-SIGNAL	CH-NONE	app	STYLE_ID=pharmacy-retro; SKELETON=SK-RADIO-TUNER; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=pharmacy-green; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-NONE; FEEL=green cross vintage
C1242	photobooth	Photobooth	internet-expanded	SK-FILMSTRIP	TY-ROUNDED	pill	photo-strip	CS-PHOTO-LED	CH-MIN	marketing	STYLE_ID=photobooth; SKELETON=SK-FILMSTRIP; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=photo-strip; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-MIN; FEEL=strips curtains fun
C1243	picnic	Picnic	internet-expanded	SK-ORBIT-META	TY-HUMANIST	soft-rect	gingham	CS-CMYK-PROCESS	CH-STANDARD	marketing	STYLE_ID=picnic; SKELETON=SK-ORBIT-META; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=gingham; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-STANDARD; FEEL=gingham basket sun
C1244	pixel-office	Pixel Office	internet-expanded	SK-SPLIT-DEPTH	TY-PIXEL	sharp-0	pixel-office	CS-EARTH	CH-APP	marketing	STYLE_ID=pixel-office; SKELETON=SK-SPLIT-DEPTH; TYPE_ERA=TY-PIXEL; CONTROL=sharp-0; MATERIAL=pixel-office; COLOUR_STRAT=CS-EARTH; CHROME=CH-APP; FEEL=16-bit cubicle humor
C1245	planetarium	Planetarium	internet-expanded	SK-CHECKOUT-TUNNEL	TY-GROTESK-SOFT	sharp-0	dome-stars	CS-OCEAN	CH-DENSE	marketing	STYLE_ID=planetarium; SKELETON=SK-CHECKOUT-TUNNEL; TYPE_ERA=TY-GROTESK-SOFT; CONTROL=sharp-0; MATERIAL=dome-stars; COLOUR_STRAT=CS-OCEAN; CHROME=CH-DENSE; FEEL=dome stars education
C1246	plant-shop	Plant Shop	internet-expanded	SK-CHAT-THREAD	TY-HUMANIST	soft-rect	plant-pots	CS-NEON-ON-DARK	CH-IMMERSIVE	app	STYLE_ID=plant-shop; SKELETON=SK-CHAT-THREAD; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=plant-pots; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-IMMERSIVE; FEEL=pots humidity labels
C1247	polar	Polar	internet-expanded	SK-NOTIFICATION-STACK	TY-GROTESQUE	chunk-border	expedition	CS-DESAT-CORP	CH-NONE	mobile	STYLE_ID=polar; SKELETON=SK-NOTIFICATION-STACK; TYPE_ERA=TY-GROTESQUE; CONTROL=chunk-border; MATERIAL=expedition; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-NONE; FEEL=expedition red on white
C1248	police-procedural	Procedural	internet-expanded	SK-DIRECTORY	TY-SYSTEM-RAW	sharp-0	evidence-board	CS-HIGH-KEY	CH-MIN	app	STYLE_ID=police-procedural; SKELETON=SK-DIRECTORY; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=sharp-0; MATERIAL=evidence-board; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-MIN; FEEL=evidence boards pins
C1249	pop-surreal	Pop Surreal	internet-expanded	SK-ATLAS-PLATES	TY-DISPLAY-EXTREME	chunk-border	pop-surreal	CS-LOW-KEY	CH-STANDARD	marketing	STYLE_ID=pop-surreal; SKELETON=SK-ATLAS-PLATES; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=pop-surreal; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-STANDARD; FEEL=lowbrow gallery weird
C1250	porcelain	Porcelain	internet-expanded	SK-HERO-SPLIT	TY-DIDONE-LUX	ink-underline	porcelain-blue	CS-SEPIA	CH-APP	marketing	STYLE_ID=porcelain; SKELETON=SK-HERO-SPLIT; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=porcelain-blue; COLOUR_STRAT=CS-SEPIA; CHROME=CH-APP; FEEL=fragile blue white
C1251	postal	Postal	internet-expanded	SK-SINGLE-STICKY	TY-HUMANIST	ticket	airmail	CS-INVERTED	CH-DENSE	marketing	STYLE_ID=postal; SKELETON=SK-SINGLE-STICKY; TYPE_ERA=TY-HUMANIST; CONTROL=ticket; MATERIAL=airmail; COLOUR_STRAT=CS-INVERTED; CHROME=CH-DENSE; FEEL=stamps cancels airmail
C1252	pottery-barn-soft	Soft Retail Home	internet-expanded	SK-EDITORIAL-LONG	TY-HUMANIST	soft-rect	home-catalog	CS-REGIONAL-FLAG	CH-IMMERSIVE	marketing	STYLE_ID=pottery-barn-soft; SKELETON=SK-EDITORIAL-LONG; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=home-catalog; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-IMMERSIVE; FEEL=safe lifestyle catalog
C1253	power-station	Power Station	internet-expanded	SK-BENTO	TY-INDUSTRIAL-COND	chunk-border	warning-stripe	CS-BRAND-LOCKUP	CH-NONE	marketing	STYLE_ID=power-station; SKELETON=SK-BENTO; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=chunk-border; MATERIAL=warning-stripe; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-NONE; FEEL=warning stripes industrial
C1254	prairie	Prairie	internet-expanded	SK-TABLE-FIRST	TY-HUMANIST	soft-rect	prairie	CS-MONO-PLUS	CH-MIN	app	STYLE_ID=prairie; SKELETON=SK-TABLE-FIRST; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=prairie; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-MIN; FEEL=horizontal land sky
C1255	preppy	Preppy	internet-expanded	SK-TIMELINE	TY-TRANSITIONAL-SERIF	soft-rect	navy-stripe	CS-DUOTONE	CH-STANDARD	app	STYLE_ID=preppy; SKELETON=SK-TIMELINE; TYPE_ERA=TY-TRANSITIONAL-SERIF; CONTROL=soft-rect; MATERIAL=navy-stripe; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-STANDARD; FEEL=navy stripes collegiate
C1256	printers-workshop	Printers Workshop	internet-expanded	SK-MAP-STAGE	TY-OLDSTYLE-SERIF	chunk-border	type-case	CS-PRIMARY-TRIO	CH-APP	app	STYLE_ID=printers-workshop; SKELETON=SK-MAP-STAGE; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=chunk-border; MATERIAL=type-case; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-APP; FEEL=type cases ink
C1257	protest-poster	Protest Poster	internet-expanded	SK-BOARD-KANBAN	TY-INDUSTRIAL-COND	filled-block	protest	CS-TONAL	CH-DENSE	app	STYLE_ID=protest-poster; SKELETON=SK-BOARD-KANBAN; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=filled-block; MATERIAL=protest; COLOUR_STRAT=CS-TONAL; CHROME=CH-DENSE; FEEL=urgent one demand
C1258	psychedelic-modern	Modern Psychedelic	internet-expanded	SK-TICKET-STUB	TY-DISPLAY-EXTREME	chunk-border	psych-modern	CS-PAPER-INK	CH-IMMERSIVE	marketing	STYLE_ID=psychedelic-modern; SKELETON=SK-TICKET-STUB; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=psych-modern; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-IMMERSIVE; FEEL=controlled chaos colour
C1259	public-access	Public Access TV	internet-expanded	SK-LEDGER	TY-SYSTEM-RAW	sharp-0	public-access	CS-DARK-STAGE	CH-NONE	app	STYLE_ID=public-access; SKELETON=SK-LEDGER; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=sharp-0; MATERIAL=public-access; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-NONE; FEEL=low budget crawl
C1260	pulp-sci-fi	Pulp Sci-Fi	internet-expanded	SK-TERMINAL	TY-DISPLAY-EXTREME	chunk-border	pulp-rocket	CS-PASTEL-POP	CH-MIN	app	STYLE_ID=pulp-sci-fi; SKELETON=SK-TERMINAL; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=pulp-rocket; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-MIN; FEEL=rocket covers lurid
C1261	quarry	Quarry	internet-expanded	SK-POSTER	TY-GROTESQUE	sharp-0	stone-cut	CS-SIGNAL	CH-STANDARD	marketing	STYLE_ID=quarry; SKELETON=SK-POSTER; TYPE_ERA=TY-GROTESQUE; CONTROL=sharp-0; MATERIAL=stone-cut; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-STANDARD; FEEL=stone cut dust
C1262	quilt	Quilt	internet-expanded	SK-BOTTOM-SHEET	TY-HUMANIST	soft-rect	quilt-block	CS-PHOTO-LED	CH-APP	mobile	STYLE_ID=quilt; SKELETON=SK-BOTTOM-SHEET; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=quilt-block; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-APP; FEEL=block patterns warm
C1263	racing-livery	Racing Livery	internet-expanded	SK-TAB-DECK	TY-INDUSTRIAL-COND	sharp-0	livery	CS-CMYK-PROCESS	CH-DENSE	mobile	STYLE_ID=racing-livery; SKELETON=SK-TAB-DECK; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=sharp-0; MATERIAL=livery; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-DENSE; FEEL=sponsor stripes speed
